Title                                                           28.11.2022 15:28
________________________________________________________________________________

Title


Curve Name:
  mp2028_281122_LNO, 28.11.2022 14:59:27
  Performed 28.11.2022 14:59:26
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
           2043           2043         356.04          365.5        4.16768
           2044           2044        356.216        365.667        4.16764
           2045           2045        356.382        365.833         4.1676
           2046           2046        356.557            366         4.1675
           2047           2047        356.724        366.167        4.16747
           2048           2048         356.89        366.333        4.16747
           2049           2049        357.056          366.5        4.16746
           2050           2050        357.224        366.667        4.16747
           2051           2051        357.401        366.833        4.16745
           2052           2052        357.555            367        4.16741
           2053           2053        357.728        367.167        4.16737
           2054           2054        357.899        367.333        4.16727
           2055           2055        358.071          367.5        4.16719
           2056           2056        358.234        367.667        4.16713
           2057           2057        358.409        367.833        4.16709
           2058           2058        358.573            368        4.16708
           2059           2059        358.738        368.167        4.16708
           2060           2060        358.904        368.333        4.16707
           2061           2061         359.08          368.5        4.16706
           2062           2062        359.251        368.667        4.16709
           2063           2063        359.416        368.833        4.16709
           2064           2064        359.587            369        4.16708
           2065           2065        359.751        369.167        4.16706
           2066           2066        359.917        369.333        4.16701
           2067           2067        360.088          369.5        4.16698
           2068           2068        360.256        369.667        4.16696
           2069           2069        360.429        369.833        4.16694
           2070           2070        360.594            370        4.16693
           2071           2071        360.765        370.167        4.16694
           2072           2072        360.933        370.333        4.16699
           2073           2073        361.103          370.5        4.16705
           2074           2074        361.272        370.667        4.16712
           2075           2075        361.435        370.833        4.16716
           2076           2076        361.607            371        4.16719
           2077           2077         361.77        371.167         4.1672
           2078           2078        361.941        371.333        4.16717
           2079           2079        362.106          371.5        4.16713
           2080           2080         362.28        371.667        4.16708
           2081           2081        362.446        371.833        4.16702
           2082           2082        362.615            372        4.16691
           2083           2083        362.787        372.167        4.16686
           2084           2084        362.951        372.333        4.16685
           2085           2085         363.12          372.5        4.16684
           2086           2086        363.286        372.667        4.16687
           2087           2087        363.448        372.833        4.16688
           2088           2088        363.616            373        4.16689
           2089           2089        363.788        373.167         4.1669
           2090           2090        363.958        373.333        4.16689
           2091           2091        364.126          373.5        4.16687
           2092           2092        364.295        373.667        4.16684
           2093           2093        364.462        373.833        4.16683
           2094           2094        364.635            374        4.16684
           2095           2095        364.801        374.167        4.16686
           2096           2096        364.971        374.333        4.16688
           2097           2097        365.138          374.5         4.1669
           2098           2098        365.306        374.667        4.16696
           2099           2099        365.477        374.833        4.16697
           2100           2100        365.641            375        4.16696
           2101           2101         365.81        375.167        4.16693
           2102           2102        365.981        375.333        4.16681
           2103           2103        366.147          375.5        4.16672
           2104           2104        366.317        375.667        4.16663
           2105           2105        366.483        375.833        4.16654
           2106           2106        366.653            376         4.1665
           2107           2107        366.824        376.167         4.1665
           2108           2108        366.995        376.333        4.16652
           2109           2109        367.151          376.5        4.16655
           2110           2110        367.323        376.667        4.16668
           2111           2111        367.483        376.833        4.16675
           2112           2112        367.656            377        4.16678
           2113           2113        367.825        377.167         4.1668
           2114           2114         367.99        377.333        4.16676
           2115           2115         368.16          377.5        4.16673
           2116           2116        368.329        377.667        4.16668
           2117           2117        368.502        377.833        4.16661
           2118           2118        368.665            378        4.16655
           2119           2119        368.825        378.167         4.1665
           2120           2120        368.996        378.333        4.16651
           2121           2121        369.165          378.5        4.16654
           2122           2122        369.334        378.667        4.16657
           2123           2123        369.502        378.833         4.1667
           2124           2124        369.665            379        4.16675
           2125           2125        369.841        379.167        4.16678
           2126           2126        370.007        379.333         4.1668
           2127           2127        370.182          379.5        4.16674
           2128           2128        370.345        379.667        4.16669
           2129           2129        370.511        379.833        4.16663
           2130           2130         370.68            380        4.16655
           2131           2131        370.849        380.167        4.16643
           2132           2132        371.019        380.333        4.16634
           2133           2133        371.185          380.5        4.16628
           2134           2134        371.356        380.667        4.16625
           2135           2135        371.524        380.833        4.16631
           2136           2136        371.693            381        4.16636
           2137           2137        371.857        381.167         4.1664
           2138           2138        372.026        381.333        4.16643
           2139           2139        372.197          381.5        4.16653
           2140           2140        372.363        381.667        4.16657
           2141           2141        372.529        381.833        4.16662
           2142           2142        372.705            382        4.16669
           2143           2143         372.87        382.167         4.1667
           2144           2144        373.039        382.333        4.16674
           2145           2145        373.208          382.5        4.16678
           2146           2146        373.377        382.667        4.16681
           2147           2147        373.546        382.833        4.16686
           2148           2148         373.71            383        4.16689
           2149           2149        373.873        383.167        4.16691
           2150           2150        374.046        383.333        4.16692
           2151           2151        374.214          383.5        4.16689
           2152           2152        374.378        383.667        4.16686
           2153           2153        374.551        383.833        4.16683
           2154           2154        374.725            384        4.16681
           2155           2155        374.887        384.167        4.16683
           2156           2156        375.054        384.333        4.16685
           2157           2157        375.221          384.5        4.16687
           2158           2158        375.389        384.667        4.16688
           2159           2159        375.554        384.833        4.16692
           2160           2160        375.725            385        4.16691
           2161           2161        375.897        385.167        4.16687
           2162           2162        376.069        385.333        4.16682
           2163           2163        376.238          385.5        4.16667
           2164           2164        376.402        385.667        4.16657
           2165           2165        376.565        385.833        4.16648
           2166           2166        376.736            386        4.16643
           2167           2167        376.906        386.167        4.16644
           2168           2168        377.077        386.333        4.16646
           2169           2169        377.239          386.5         4.1665
           2170           2170        377.407        386.667        4.16653
           2171           2171        377.585        386.833        4.16664
           2172           2172        377.746            387        4.16667
           2173           2173        377.916        387.167        4.16667
           2174           2174        378.079        387.333        4.16665
           2175           2175        378.251          387.5        4.16657
           2176           2176         378.42        387.667        4.16656
           2177           2177        378.584        387.833        4.16659
           2178           2178        378.757            388        4.16662
           2179           2179        378.927        388.167        4.16667
           2180           2180        379.091        388.333         4.1667
           2181           2181        379.259          388.5         4.1667
           2182           2182        379.425        388.667        4.16669
           2183           2183        379.593        388.833        4.16663
           2184           2184        379.767            389        4.16658
           2185           2185        379.934        389.167        4.16651
           2186           2186          380.1        389.333        4.16644
           2187           2187        380.266          389.5        4.16637
           2188           2188        380.435        389.667        4.16627
           2189           2189        380.602        389.833        4.16623
           2190           2190        380.773            390        4.16623
           2191           2191        380.941        390.167        4.16625
           2192           2192        381.109        390.333        4.16631
           2193           2193        381.269          390.5        4.16633
           2194           2194        381.438        390.667        4.16633
           2195           2195        381.614        390.833        4.16632
           2196           2196         381.78            391        4.16627
           2197           2197        381.959        391.167        4.16623
           2198           2198        382.129        391.333        4.16619
           2199           2199        382.293          391.5        4.16615
           2200           2200        382.458        391.667        4.16609
           2201           2201        382.626        391.833        4.16609
           2202           2202        382.805            392        4.16612
           2203           2203        382.973        392.167        4.16617
           2204           2204        383.133        392.333        4.16627
           2205           2205        383.301          392.5        4.16632
           2206           2206        383.474        392.667        4.16634
           2207           2207         383.64        392.833        4.16636
           2208           2208        383.811            393        4.16631
           2209           2209        383.978        393.167        4.16626
           2210           2210        384.147        393.333        4.16619
           2211           2211        384.304          393.5        4.16612
           2212           2212        384.474        393.667        4.16603
           2213           2213        384.643        393.833        4.16599
           2214           2214        384.811            394        4.16596
           2215           2215        384.977        394.167        4.16593
           2216           2216        385.139        394.333        4.16596
           2217           2217         385.32          394.5        4.16595
           2218           2218        385.487        394.667        4.16594
           2219           2219        385.655        394.833        4.16593
           2220           2220         385.83            395         4.1659
           2221           2221        385.996        395.167        4.16591
           2222           2222         386.16        395.333        4.16597
           2223           2223        386.329          395.5        4.16605
           2224           2224        386.496        395.667        4.16617
           2225           2225         386.66        395.833        4.16624
           2226           2226        386.827            396         4.1663
           2227           2227         386.99        396.167        4.16635
           2228           2228        387.166        396.333        4.16635
           2229           2229        387.334          396.5        4.16635
           2230           2230          387.5        396.667        4.16632
           2231           2231        387.659        396.833        4.16629
           2232           2232        387.835            397        4.16619
           2233           2233        388.007        397.167        4.16614
           2234           2234        388.171        397.333        4.16608
           2235           2235         388.34          397.5        4.16603
           2236           2236        388.514        397.667        4.16599
           2237           2237        388.674        397.833        4.16599
           2238           2238        388.844            398        4.16602
           2239           2239        389.014        398.167        4.16605
           2240           2240        389.182        398.333        4.16612
           2241           2241         389.35          398.5        4.16614
           2242           2242         389.52        398.667        4.16615
           2243           2243        389.689        398.833        4.16616
           2244           2244         389.85            399        4.16612
           2245           2245        390.021        399.167        4.16611
           2246           2246         390.19        399.333        4.16612
           2247           2247        390.356          399.5        4.16616
           2248           2248        390.521        399.667        4.16624
           2249           2249        390.691        399.833        4.16633
           2250           2250        390.859            400        4.16641
           2251           2251        391.031        400.167        4.16649
           2252           2252        391.201        400.333        4.16661
           2253           2253        391.367          400.5        4.16667
           2254           2254        391.533        400.667        4.16669
           2255           2255        391.707        400.833        4.16669
           2256           2256        391.871            401        4.16667
           2257           2257        392.043        401.167        4.16653
           2258           2258        392.216        401.333        4.16645
           2259           2259        392.378          401.5        4.16637
           2260           2260        392.549        401.667        4.16629
           2261           2261        392.714        401.833        4.16626
           2262           2262        392.884            402        4.16628
           2263           2263        393.047        402.167        4.16631
           2264           2264        393.216        402.333        4.16634
           2265           2265        393.379          402.5        4.16645
           2266           2266        393.549        402.667        4.16648
           2267           2267        393.718        402.833        4.16648
           2268           2268        393.884            403        4.16647
           2269           2269        394.048        403.167        4.16638
           2270           2270        394.218        403.333        4.16633
           2271           2271        394.393          403.5        4.16632
           2272           2272        394.563        403.667        4.16634
           2273           2273        394.725        403.833        4.16639
           2274           2274        394.892            404        4.16645
           2275           2275        395.058        404.167        4.16652
           2276           2276        395.227        404.333        4.16658
           2277           2277        395.398          404.5         4.1667
           2278           2278        395.567        404.667        4.16676
           2279           2279        395.726        404.833         4.1668
           2280           2280        395.901            405        4.16682
           2281           2281        396.073        405.167        4.16676
           2282           2282        396.236        405.333        4.16672
           2283           2283        396.406          405.5        4.16671
           2284           2284        396.576        405.667        4.16672
           2285           2285        396.742        405.833        4.16673
           2286           2286        396.909            406        4.16673
           2287           2287        397.074        406.167        4.16674
           2288           2288        397.244        406.333        4.16673
           2289           2289        397.419          406.5        4.16673
           2290           2290        397.582        406.667        4.16669
           2291           2291        397.744        406.833        4.16663
           2292           2292        397.912            407        4.16656
           2293           2293        398.083        407.167        4.16642
           2294           2294         398.25        407.333        4.16632
           2295           2295        398.421          407.5        4.16625
           2296           2296         398.59        407.667        4.16622
           2297           2297        398.757        407.833        4.16627
           2298           2298        398.921            408        4.16631
           2299           2299        399.091        408.167        4.16635
           2300           2300        399.255        408.333        4.16639
           2301           2301        399.432          408.5        4.16649
           2302           2302        399.595        408.667        4.16651
           2303           2303        399.765        408.833         4.1665
           2304           2304        399.933            409        4.16648
           2305           2305        400.101        409.167        4.16635
           2306           2306        400.266        409.333        4.16627
           2307           2307        400.434          409.5        4.16621
           2308           2308        400.607        409.667        4.16614
           2309           2309         400.78        409.833         4.1661
           2310           2310        400.944            410        4.16611
           2311           2311        401.109        410.167        4.16614
           2312           2312        401.274        410.333        4.16618
           2313           2313        401.447          410.5        4.16627
           2314           2314         401.61        410.667        4.16631
           2315           2315        401.773        410.833        4.16633
           2316           2316        401.944            411        4.16633
           2317           2317        402.112        411.167        4.16627
           2318           2318        402.285        411.333        4.16623
           2319           2319         402.45          411.5        4.16618
           2320           2320        402.617        411.667        4.16613
           2321           2321        402.783        411.833        4.16605
           2322           2322        402.952            412        4.16599
           2323           2323        403.117        412.167        4.16592
           2324           2324        403.285        412.333        4.16585
           2325           2325        403.457          412.5        4.16578
           2326           2326        403.629        412.667        4.16571
           2327           2327        403.793        412.833        4.16568
           2328           2328        403.959            413        4.16569
           2329           2329        404.126        413.167        4.16571
           2330           2330        404.291        413.333        4.16574
           2331           2331        404.464          413.5        4.16577
           2332           2332        404.633        413.667         4.1658
           2333           2333        404.801        413.833        4.16585
           2334           2334        404.963            414        4.16587
           2335           2335        405.132        414.167        4.16586
           2336           2336        405.298        414.333        4.16583
           2337           2337        405.465          414.5        4.16578
           2338           2338        405.632        414.667        4.16579
           2339           2339        405.801        414.833        4.16581
           2340           2340        405.961            415        4.16583
           2341           2341        406.139        415.167        4.16589
           2342           2342        406.305        415.333        4.16591
           2343           2343        406.474          415.5        4.16592
           2344           2344        406.645        415.667        4.16593
           2345           2345        406.814        415.833        4.16588
           2346           2346        406.986            416        4.16583
           2347           2347        407.144        416.167        4.16577
           2348           2348        407.314        416.333         4.1657
           2349           2349        407.483          416.5        4.16566
           2350           2350        407.651        416.667        4.16564
           2351           2351         407.82        416.833        4.16566
           2352           2352        407.989            417        4.16568
           2353           2353        408.154        417.167         4.1657
           2354           2354        408.323        417.333        4.16581
           2355           2355        408.488          417.5        4.16586
           2356           2356        408.658        417.667        4.16588
           2357           2357        408.823        417.833         4.1659
           2358           2358        408.993            418        4.16584
           2359           2359        409.157        418.167        4.16581
           2360           2360        409.332        418.333        4.16582
           2361           2361        409.494          418.5        4.16585
           2362           2362         409.66        418.667        4.16587
           2363           2363        409.828        418.833        4.16589
           2364           2364        409.993            419        4.16591
           2365           2365        410.163        419.167        4.16593
           2366           2366        410.326        419.333        4.16595
           2367           2367         410.49          419.5        4.16594
           2368           2368        410.668        419.667         4.1659
           2369           2369        410.828        419.833        4.16586
           2370           2370            411            420        4.16574
           2371           2371        411.168        420.167        4.16565
           2372           2372        411.334        420.333        4.16557
           2373           2373        411.504          420.5         4.1655
           2374           2374        411.668        420.667         4.1655
           2375           2375        411.838        420.833        4.16551
           2376           2376        411.997            421        4.16554
           2377           2377        412.168        421.167        4.16558
           2378           2378        412.343        421.333        4.16572
           2379           2379        412.511          421.5        4.16578
           2380           2380        412.672        421.667        4.16582
           2381           2381        412.848        421.833        4.16585
           2382           2382        413.012            422        4.16582
           2383           2383         413.17        422.167        4.16578
           2384           2384        413.346        422.333        4.16574
           2385           2385        413.508          422.5        4.16569
           2386           2386        413.676        422.667        4.16558
           2387           2387        413.848        422.833         4.1655
           2388           2388        414.014            423        4.16544
           2389           2389        414.186        423.167        4.16542
           2390           2390        414.355        423.333        4.16546
           2391           2391        414.526          423.5         4.1655
           2392           2392         414.69        423.667        4.16555
           2393           2393        414.856        423.833         4.1656
           2394           2394        415.021            424        4.16572
           2395           2395        415.189        424.167        4.16579
           2396           2396        415.354        424.333        4.16585
           2397           2397        415.522          424.5        4.16591
           2398           2398        415.687        424.667        4.16599
           2399           2399        415.857        424.833        4.16608
           2400           2400        416.026            425        4.16616
           2401           2401        416.193        425.167        4.16623
           2402           2402         416.36        425.333        4.16631
           2403           2403        416.525          425.5        4.16635
           2404           2404        416.693        425.667        4.16635
           2405           2405        416.864        425.833        4.16634
           2406           2406        417.034            426        4.16622
           2407           2407        417.197        426.167        4.16614
           2408           2408        417.364        426.333        4.16606
           2409           2409        417.538          426.5        4.16597
           2410           2410          417.7        426.667        4.16585
           2411           2411        417.862        426.833        4.16578
           2412           2412        418.035            427        4.16574
           2413           2413        418.195        427.167        4.16572
           2414           2414         418.37        427.333        4.16574
           2415           2415         418.54          427.5        4.16574
           2416           2416        418.704        427.667        4.16574
           2417           2417        418.875        427.833        4.16575
           2418           2418        419.038            428        4.16576
           2419           2419        419.209        428.167        4.16578
           2420           2420        419.375        428.333        4.16579
           2421           2421        419.542          428.5        4.16579
           2422           2422        419.714        428.667        4.16578
           2423           2423        419.876        428.833        4.16574
           2424           2424        420.045            429        4.16569
           2425           2425        420.215        429.167        4.16565
           2426           2426        420.383        429.333        4.16561
           2427           2427         420.55          429.5        4.16561
           2428           2428        420.714        429.667        4.16564
           2429           2429        420.884        429.833        4.16567
           2430           2430        421.051            430        4.16571
           2431           2431        421.218        430.167        4.16582
           2432           2432        421.384        430.333        4.16587
           2433           2433        421.554          430.5         4.1659
           2434           2434        421.722        430.667        4.16592
           2435           2435        421.891        430.833        4.16587
           2436           2436        422.054            431        4.16583
           2437           2437        422.222        431.167        4.16578
           2438           2438        422.391        431.333        4.16573
           2439           2439        422.558          431.5        4.16569
           2440           2440        422.721        431.667         4.1657
           2441           2441        422.895        431.833        4.16572
           2442           2442        423.055            432        4.16575
           2443           2443        423.226        432.167        4.16584
           2444           2444        423.394        432.333        4.16587
           2445           2445        423.559          432.5        4.16589
           2446           2446        423.727        432.667        4.16589
           2447           2447        423.896        432.833        4.16582
           2448           2448        424.063            433        4.16576
           2449           2449         424.23        433.167         4.1657
           2450           2450        424.395        433.333        4.16562
           2451           2451        424.573          433.5         4.1655
           2452           2452        424.739        433.667        4.16544
           2453           2453        424.902        433.833        4.16543
           2454           2454        425.078            434        4.16544
           2455           2455        425.241        434.167        4.16551
           2456           2456        425.406        434.333        4.16557
           2457           2457        425.571          434.5        4.16561
           2458           2458        425.733        434.667        4.16566
           2459           2459        425.905        434.833        4.16571
           2460           2460         426.07            435        4.16573
           2461           2461        426.233        435.167        4.16572
           2462           2462        426.408        435.333        4.16569
           2463           2463        426.579          435.5        4.16559
           2464           2464        426.741        435.667        4.16551
           2465           2465        426.912        435.833        4.16543
           2466           2466        427.077            436        4.16535
           2467           2467        427.246        436.167        4.16525
           2468           2468        427.408        436.333        4.16519
           2469           2469        427.578          436.5        4.16519
           2470           2470        427.749        436.667        4.16522
           2471           2471        427.917        436.833        4.16532
           2472           2472        428.089            437         4.1654
           2473           2473        428.253        437.167        4.16548
           2474           2474        428.424        437.333        4.16555
           2475           2475         428.59          437.5        4.16565
           2476           2476        428.754        437.667        4.16569
           2477           2477        428.925        437.833         4.1657
           2478           2478         429.09            438         4.1657
           2479           2479        429.257        438.167        4.16559
           2480           2480        429.421        438.333        4.16552
           2481           2481        429.587          438.5        4.16546
           2482           2482        429.756        438.667        4.16542
           2483           2483        429.922        438.833        4.16542
           2484           2484        430.085            439        4.16545
           2485           2485        430.255        439.167        4.16549
           2486           2486        430.425        439.333        4.16552
           2487           2487         430.59          439.5        4.16555
           2488           2488         430.76        439.667        4.16561
           2489           2489        430.925        439.833        4.16562
           2490           2490        431.099            440        4.16562
           2491           2491        431.268        440.167        4.16564
           2492           2492        431.433        440.333        4.16564
           2493           2493        431.598          440.5        4.16567
           2494           2494         431.76        440.667        4.16571
           2495           2495        431.932        440.833        4.16574
           2496           2496        432.099            441        4.16583
           2497           2497        432.268        441.167        4.16586
           2498           2498        432.431        441.333        4.16587
           2499           2499        432.598          441.5        4.16586
           2500           2500        432.759        441.667        4.16577
           2501           2501        432.933        441.833         4.1657
           2502           2502        433.099            442        4.16562
           2503           2503        433.268        442.167        4.16554
           2504           2504        433.435        442.333        4.16542
           2505           2505          433.6          442.5        4.16532
           2506           2506        433.763        442.667        4.16524
           2507           2507         433.93        442.833        4.16516
           2508           2508          434.1            443        4.16511
           2509           2509        434.266        443.167        4.16508
           2510           2510        434.435        443.333        4.16511
           2511           2511        434.604          443.5        4.16516
           2512           2512        434.772        443.667        4.16529
           2513           2513        434.931        443.833        4.16537
           2514           2514        435.101            444        4.16543
           2515           2515        435.271        444.167        4.16548
           2516           2516        435.436        444.333         4.1655
           2517           2517        435.597          444.5         4.1655
           2518           2518        435.767        444.667        4.16547
           2519           2519        435.938        444.833        4.16544
           2520           2520        436.107            445        4.16531
           2521           2521        436.282        445.167        4.16524
           2522           2522        436.449        445.333        4.16517
           2523           2523        436.611          445.5        4.16511
           2524           2524        436.782        445.667         4.1651
           2525           2525        436.946        445.833        4.16511
           2526           2526         437.12            446        4.16514
           2527           2527        437.283        446.167        4.16517
           2528           2528        437.453        446.333        4.16525
           2529           2529        437.619          446.5        4.16527
           2530           2530        437.783        446.667        4.16526
           2531           2531        437.951        446.833        4.16525
           2532           2532        438.118            447        4.16516
           2533           2533         438.29        447.167         4.1651
           2534           2534        438.455        447.333        4.16505
           2535           2535        438.621          447.5        4.16501
           2536           2536        438.789        447.667          4.165
           2537           2537         438.96        447.833        4.16504
           2538           2538        439.125            448        4.16511
           2539           2539         439.29        448.167        4.16519
           2540           2540        439.455        448.333        4.16533
           2541           2541        439.621          448.5         4.1654
           2542           2542        439.788        448.667        4.16544
           2543           2543        439.957        448.833        4.16546
           2544           2544         440.13            449         4.1654
           2545           2545         440.29        449.167        4.16536
           2546           2546        440.458        449.333        4.16531
           2547           2547        440.624          449.5        4.16526
           2548           2548        440.793        449.667        4.16517
           2549           2549        440.958        449.833        4.16511
           2550           2550        441.129            450        4.16505
           2551           2551        441.293        450.167        4.16499
           2552           2552         441.46        450.333        4.16498
           2553           2553        441.631          450.5        4.16499
           2554           2554        441.792        450.667        4.16501
           2555           2555        441.961        450.833        4.16504
           2556           2556        442.132            451         4.1651
           2557           2557        442.294        451.167        4.16512
           2558           2558        442.465        451.333        4.16513
           2559           2559        442.629          451.5        4.16513
           2560           2560        442.801        451.667        4.16508
           2561           2561        442.972        451.833        4.16505
           2562           2562        443.145            452        4.16502
           2563           2563        443.306        452.167          4.165
           2564           2564        443.476        452.333        4.16502
           2565           2565        443.641          452.5        4.16506
           2566           2566        443.803        452.667        4.16509
           2567           2567        443.972        452.833        4.16512
           2568           2568        444.133            453        4.16518
           2569           2569        444.303        453.167         4.1652
           2570           2570        444.468        453.333         4.1652
           2571           2571        444.632          453.5        4.16519
           2572           2572        444.804        453.667        4.16512
           2573           2573        444.971        453.833        4.16508
           2574           2574        445.141            454        4.16505
           2575           2575        445.306        454.167        4.16501
           2576           2576        445.479        454.333        4.16499
           2577           2577        445.648          454.5          4.165
           2578           2578         445.82        454.667        4.16505
           2579           2579        445.984        454.833        4.16512
           2580           2580        446.148            455        4.16518
           2581           2581        446.316        455.167         4.1653
           2582           2582        446.482        455.333        4.16535
           2583           2583         446.65          455.5        4.16537
           2584           2584        446.816        455.667        4.16537
           2585           2585        446.977        455.833        4.16529
           2586           2586        447.142            456        4.16525
           2587           2587        447.319        456.167        4.16519
           2588           2588         447.48        456.333        4.16514
           2589           2589        447.648          456.5        4.16504
           2590           2590        447.813        456.667        4.16495
           2591           2591        447.981        456.833        4.16485
           2592           2592        448.153            457        4.16476
           2593           2593         448.31        457.167        4.16464
           2594           2594        448.478        457.333        4.16454
           2595           2595        448.643          457.5        4.16443
           2596           2596         448.81        457.667        4.16434
           2597           2597        448.984        457.833        4.16425
           2598           2598        449.148            458        4.16417
           2599           2599         449.32        458.167         4.1641
           2600           2600        449.486        458.333        4.16404
           2601           2601        449.648          458.5        4.16402
           2602           2602        449.813        458.667        4.16401
           2603           2603        449.992        458.833        4.16404
           2604           2604        450.157            459         4.1641
           2605           2605        450.321        459.167         4.1642
           2606           2606        450.491        459.333        4.16426
           2607           2607        450.658          459.5         4.1643
           2608           2608        450.828        459.667        4.16434
           2609           2609        450.989        459.833        4.16439
           2610           2610        451.157            460        4.16446
           2611           2611        451.325        460.167        4.16454
           2612           2612        451.493        460.333        4.16462
           2613           2613        451.659          460.5         4.1647
           2614           2614        451.826        460.667        4.16475
           2615           2615        451.998        460.833        4.16479
           2616           2616        452.156            461        4.16481
           2617           2617        452.322        461.167        4.16477
           2618           2618        452.489        461.333        4.16472
           2619           2619        452.661          461.5        4.16467
           2620           2620        452.823        461.667         4.1646
           2621           2621        453.002        461.833        4.16447
           2622           2622        453.165            462        4.16439
           2623           2623        453.333        462.167        4.16435
           2624           2624        453.496        462.333        4.16434
           2625           2625        453.664          462.5         4.1644
           2626           2626        453.834        462.667        4.16445
           2627           2627        453.995        462.833        4.16451
