Sourcefile	20221128 134958 TGA MS Megan.qmp
Exporttime	28/11/2022 15:24:02

Start Time	28/11/2022 13:51:12
End Time	28/11/2022 15:21:44

		14			16			Water			Nitrogen/Carbonmonoxide			Oxygen			Argon			Carbondioxide	
Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	
28/11/2022 14:59:22	4090.398	1.074987e-011	28/11/2022 14:59:22	4090.611	8.647767e-012	28/11/2022 14:59:22	4090.828	5.938113e-014	28/11/2022 14:59:24	4091.869	3.114969e-013	28/11/2022 14:59:25	4092.908	1.114900e-013	28/11/2022 14:59:25	4093.121	1.885367e-014	28/11/2022 14:59:26	4094.163	3.046087e-014
28/11/2022 14:59:26	4094.376	1.087680e-011	28/11/2022 14:59:26	4094.588	8.931904e-012	28/11/2022 14:59:26	4094.807	6.425153e-014	28/11/2022 14:59:28	4095.847	3.206085e-013	28/11/2022 14:59:29	4096.886	1.282631e-013	28/11/2022 14:59:29	4097.098	2.401271e-014	28/11/2022 14:59:30	4098.138	2.810332e-014
28/11/2022 14:59:30	4098.351	1.050152e-011	28/11/2022 14:59:30	4098.564	8.910123e-012	28/11/2022 14:59:30	4098.783	5.693197e-014	28/11/2022 14:59:31	4099.823	3.097478e-013	28/11/2022 14:59:33	4100.864	1.205062e-013	28/11/2022 14:59:33	4101.077	3.570494e-014	28/11/2022 14:59:34	4102.117	3.071433e-014
28/11/2022 14:59:34	4102.330	1.073953e-011	28/11/2022 14:59:34	4102.543	8.952095e-012	28/11/2022 14:59:34	4102.758	9.337090e-014	28/11/2022 14:59:35	4103.798	3.367978e-013	28/11/2022 14:59:36	4104.838	1.210088e-013	28/11/2022 14:59:37	4105.051	2.082550e-014	28/11/2022 14:59:38	4106.093	3.072868e-014
28/11/2022 14:59:38	4106.306	1.069644e-011	28/11/2022 14:59:38	4106.518	9.113325e-012	28/11/2022 14:59:38	4106.737	8.010177e-014	28/11/2022 14:59:39	4107.779	2.982281e-013	28/11/2022 14:59:40	4108.820	1.343135e-013	28/11/2022 14:59:41	4109.032	3.745174e-014	28/11/2022 14:59:42	4110.074	3.167221e-014
28/11/2022 14:59:42	4110.288	1.051654e-011	28/11/2022 14:59:42	4110.501	8.730832e-012	28/11/2022 14:59:42	4110.720	8.728873e-014	28/11/2022 14:59:43	4111.759	3.199971e-013	28/11/2022 14:59:44	4112.799	1.453938e-013	28/11/2022 14:59:45	4113.012	4.648100e-014	28/11/2022 14:59:46	4114.053	2.265612e-014
28/11/2022 14:59:46	4114.265	1.065863e-011	28/11/2022 14:59:46	4114.478	8.996331e-012	28/11/2022 14:59:46	4114.696	9.854302e-014	28/11/2022 14:59:47	4115.736	2.970884e-013	28/11/2022 14:59:48	4116.777	1.273778e-013	28/11/2022 14:59:49	4116.989	3.508812e-014	28/11/2022 14:59:50	4118.032	2.311645e-014
28/11/2022 14:59:50	4118.245	1.045402e-011	28/11/2022 14:59:50	4118.458	8.600330e-012	28/11/2022 14:59:50	4118.675	8.695627e-014	28/11/2022 14:59:51	4119.713	2.876655e-013	28/11/2022 14:59:52	4120.756	1.387487e-013	28/11/2022 14:59:53	4120.969	4.401633e-014	28/11/2022 14:59:54	4122.010	2.685742e-014
28/11/2022 14:59:54	4122.223	1.065853e-011	28/11/2022 14:59:54	4122.436	8.979168e-012	28/11/2022 14:59:54	4122.654	4.789452e-014	28/11/2022 14:59:55	4123.694	3.031527e-013	28/11/2022 14:59:56	4124.735	1.560884e-013	28/11/2022 14:59:57	4124.949	2.030561e-014	28/11/2022 14:59:58	4125.990	2.266465e-014
28/11/2022 14:59:58	4126.203	1.032439e-011	28/11/2022 14:59:58	4126.416	8.944157e-012	28/11/2022 14:59:58	4126.632	8.929983e-014	28/11/2022 14:59:59	4127.672	2.968304e-013	28/11/2022 15:00:00	4128.714	1.268770e-013	28/11/2022 15:00:01	4128.927	3.344922e-014	28/11/2022 15:00:02	4129.965	2.532292e-014
28/11/2022 15:00:02	4130.178	1.052945e-011	28/11/2022 15:00:02	4130.391	9.058354e-012	28/11/2022 15:00:02	4130.609	7.010567e-014	28/11/2022 15:00:03	4131.650	3.200864e-013	28/11/2022 15:00:04	4132.691	1.489136e-013	28/11/2022 15:00:05	4132.904	3.237932e-014	28/11/2022 15:00:06	4133.945	3.050061e-014
28/11/2022 15:00:06	4134.158	1.085641e-011	28/11/2022 15:00:06	4134.371	8.859964e-012	28/11/2022 15:00:06	4134.590	4.927110e-014	28/11/2022 15:00:07	4135.632	3.029999e-013	28/11/2022 15:00:08	4136.672	1.271874e-013	28/11/2022 15:00:09	4136.885	3.364080e-014	28/11/2022 15:00:10	4137.926	2.251671e-014
28/11/2022 15:00:10	4138.139	1.071690e-011	28/11/2022 15:00:10	4138.351	8.664313e-012	28/11/2022 15:00:10	4138.570	6.135854e-014	28/11/2022 15:00:11	4139.608	3.168564e-013	28/11/2022 15:00:12	4140.650	1.273523e-013	28/11/2022 15:00:13	4140.863	5.918645e-014	28/11/2022 15:00:14	4141.902	2.906744e-014
28/11/2022 15:00:14	4142.115	1.085487e-011	28/11/2022 15:00:14	4142.327	8.726871e-012	28/11/2022 15:00:14	4142.546	5.784323e-014	28/11/2022 15:00:15	4143.588	3.534567e-013	28/11/2022 15:00:16	4144.629	1.310348e-013	28/11/2022 15:00:16	4144.843	2.625159e-014	28/11/2022 15:00:18	4145.883	3.956828e-014
28/11/2022 15:00:18	4146.096	1.051452e-011	28/11/2022 15:00:18	4146.309	8.650949e-012	28/11/2022 15:00:18	4146.530	1.190744e-013	28/11/2022 15:00:19	4147.571	3.062642e-013	28/11/2022 15:00:20	4148.612	1.322099e-013	28/11/2022 15:00:20	4148.824	2.879617e-014	28/11/2022 15:00:22	4149.864	2.082383e-014
28/11/2022 15:00:22	4150.077	1.053395e-011	28/11/2022 15:00:22	4150.290	8.926773e-012	28/11/2022 15:00:22	4150.511	7.455286e-014	28/11/2022 15:00:23	4151.551	2.951561e-013	28/11/2022 15:00:24	4152.591	1.304237e-013	28/11/2022 15:00:24	4152.804	3.451871e-014	28/11/2022 15:00:26	4153.845	2.773914e-014
28/11/2022 15:00:26	4154.058	1.041096e-011	28/11/2022 15:00:26	4154.270	8.838039e-012	28/11/2022 15:00:26	4154.489	7.126356e-014	28/11/2022 15:00:27	4155.532	3.273519e-013	28/11/2022 15:00:28	4156.573	1.387527e-013	28/11/2022 15:00:28	4156.785	1.883841e-014	28/11/2022 15:00:29	4157.826	2.485905e-014
28/11/2022 15:00:30	4158.039	1.094745e-011	28/11/2022 15:00:30	4158.252	8.895151e-012	28/11/2022 15:00:30	4158.465	7.167736e-014	28/11/2022 15:00:31	4159.505	3.274538e-013	28/11/2022 15:00:32	4160.546	1.292310e-013	28/11/2022 15:00:32	4160.759	3.015439e-014	28/11/2022 15:00:33	4161.800	2.619441e-014
28/11/2022 15:00:34	4162.012	1.077277e-011	28/11/2022 15:00:34	4162.225	8.541959e-012	28/11/2022 15:00:34	4162.439	5.769661e-014	28/11/2022 15:00:35	4163.479	3.023740e-013	28/11/2022 15:00:36	4164.518	1.444272e-013	28/11/2022 15:00:36	4164.730	1.473964e-014	28/11/2022 15:00:37	4165.773	2.261950e-014
28/11/2022 15:00:38	4165.985	1.085988e-011	28/11/2022 15:00:38	4166.198	9.034656e-012	28/11/2022 15:00:38	4166.410	4.673832e-014	28/11/2022 15:00:39	4167.451	2.875625e-013	28/11/2022 15:00:40	4168.492	1.364413e-013	28/11/2022 15:00:40	4168.705	3.442499e-014	28/11/2022 15:00:41	4169.744	2.561279e-014
28/11/2022 15:00:42	4169.957	1.080884e-011	28/11/2022 15:00:42	4170.170	8.737114e-012	28/11/2022 15:00:42	4170.388	8.483117e-014	28/11/2022 15:00:43	4171.426	3.108145e-013	28/11/2022 15:00:44	4172.467	1.145087e-013	28/11/2022 15:00:44	4172.680	9.878377e-015	28/11/2022 15:00:45	4173.722	2.881977e-014
28/11/2022 15:00:46	4173.935	1.091276e-011	28/11/2022 15:00:46	4174.147	8.681102e-012	28/11/2022 15:00:46	4174.368	8.195121e-014	28/11/2022 15:00:47	4175.410	2.943917e-013	28/11/2022 15:00:48	4176.451	1.391726e-013	28/11/2022 15:00:48	4176.668	4.185117e-014	28/11/2022 15:00:49	4177.709	2.753250e-014
28/11/2022 15:00:50	4177.922	1.077512e-011	28/11/2022 15:00:50	4178.136	8.831247e-012	28/11/2022 15:00:50	4178.355	9.191637e-014	28/11/2022 15:00:51	4179.394	3.065480e-013	28/11/2022 15:00:52	4180.434	1.381056e-013	28/11/2022 15:00:52	4180.647	3.797055e-014	28/11/2022 15:00:53	4181.686	2.922618e-014
28/11/2022 15:00:54	4181.899	1.065359e-011	28/11/2022 15:00:54	4182.112	8.813454e-012	28/11/2022 15:00:54	4182.330	7.157538e-014	28/11/2022 15:00:55	4183.371	3.149356e-013	28/11/2022 15:00:56	4184.411	1.129959e-013	28/11/2022 15:00:56	4184.623	3.180295e-014	28/11/2022 15:00:57	4185.665	2.204722e-014
28/11/2022 15:00:58	4185.878	1.126160e-011	28/11/2022 15:00:58	4186.091	8.628237e-012	28/11/2022 15:00:58	4186.316	6.144185e-014	28/11/2022 15:00:59	4187.356	2.909832e-013	28/11/2022 15:01:00	4188.398	1.335204e-013	28/11/2022 15:01:00	4188.611	3.821579e-014	28/11/2022 15:01:01	4189.651	2.415442e-014
28/11/2022 15:01:02	4189.864	1.067842e-011	28/11/2022 15:01:02	4190.077	8.987066e-012	28/11/2022 15:01:02	4190.296	8.351377e-014	28/11/2022 15:01:03	4191.336	3.098325e-013	28/11/2022 15:01:04	4192.377	1.276436e-013	28/11/2022 15:01:04	4192.590	2.534301e-014	28/11/2022 15:01:05	4193.631	2.182332e-014
28/11/2022 15:01:05	4193.844	1.095986e-011	28/11/2022 15:01:06	4194.056	8.624759e-012	28/11/2022 15:01:06	4194.269	6.824042e-014	28/11/2022 15:01:07	4195.310	3.145046e-013	28/11/2022 15:01:08	4196.350	1.268188e-013	28/11/2022 15:01:08	4196.563	2.890229e-014	28/11/2022 15:01:09	4197.604	2.796140e-014
28/11/2022 15:01:09	4197.817	1.060519e-011	28/11/2022 15:01:10	4198.031	8.943057e-012	28/11/2022 15:01:10	4198.248	4.667360e-014	28/11/2022 15:01:11	4199.288	2.877643e-013	28/11/2022 15:01:12	4200.330	1.218977e-013	28/11/2022 15:01:12	4200.544	2.507817e-014	28/11/2022 15:01:13	4201.586	2.952921e-014
28/11/2022 15:01:13	4201.800	1.077266e-011	28/11/2022 15:01:14	4202.013	8.673659e-012	28/11/2022 15:01:14	4202.231	6.791083e-014	28/11/2022 15:01:15	4203.272	3.021345e-013	28/11/2022 15:01:16	4204.311	1.364125e-013	28/11/2022 15:01:16	4204.530	2.289337e-014	28/11/2022 15:01:17	4205.572	2.378607e-014
28/11/2022 15:01:17	4205.786	1.060978e-011	28/11/2022 15:01:18	4205.999	8.974898e-012	28/11/2022 15:01:18	4206.218	1.052188e-013	28/11/2022 15:01:19	4207.257	3.012753e-013	28/11/2022 15:01:20	4208.300	1.399032e-013	28/11/2022 15:01:20	4208.513	2.996171e-014	28/11/2022 15:01:21	4209.554	2.616757e-014
28/11/2022 15:01:21	4209.767	1.079895e-011	28/11/2022 15:01:22	4209.980	8.759359e-012	28/11/2022 15:01:22	4210.199	7.286671e-014	28/11/2022 15:01:23	4211.240	3.071157e-013	28/11/2022 15:01:24	4212.281	1.435511e-013	28/11/2022 15:01:24	4212.494	4.198253e-014	28/11/2022 15:01:25	4213.537	2.026464e-014
28/11/2022 15:01:25	4213.754	1.019637e-011	28/11/2022 15:01:26	4213.966	8.924323e-012	28/11/2022 15:01:26	4214.187	7.304942e-014	28/11/2022 15:01:27	4215.230	3.089921e-013	28/11/2022 15:01:28	4216.271	1.366631e-013	28/11/2022 15:01:28	4216.483	3.587733e-014	28/11/2022 15:01:29	4217.524	2.695712e-014
28/11/2022 15:01:29	4217.738	1.066071e-011	28/11/2022 15:01:30	4217.951	8.842250e-012	28/11/2022 15:01:30	4218.168	3.079870e-014	28/11/2022 15:01:31	4219.208	2.965281e-013	28/11/2022 15:01:32	4220.250	1.335775e-013	28/11/2022 15:01:32	4220.463	3.081396e-014	28/11/2022 15:01:33	4221.504	2.080446e-014
28/11/2022 15:01:33	4221.717	1.048046e-011	28/11/2022 15:01:34	4221.930	8.929658e-012	28/11/2022 15:01:34	4222.148	7.025578e-014	28/11/2022 15:01:35	4223.190	3.079840e-013	28/11/2022 15:01:36	4224.229	1.258287e-013	28/11/2022 15:01:36	4224.443	3.841877e-014	28/11/2022 15:01:37	4225.485	2.574472e-014
28/11/2022 15:01:37	4225.698	1.075001e-011	28/11/2022 15:01:38	4225.911	9.116697e-012	28/11/2022 15:01:38	4226.132	6.086128e-014	28/11/2022 15:01:39	4227.171	3.036685e-013	28/11/2022 15:01:40	4228.213	1.255453e-013	28/11/2022 15:01:40	4228.426	2.764416e-015	28/11/2022 15:01:41	4229.467	2.623418e-014
28/11/2022 15:01:41	4229.680	1.082156e-011	28/11/2022 15:01:42	4229.893	8.999433e-012	28/11/2022 15:01:42	4230.110	6.875229e-014	28/11/2022 15:01:43	4231.152	3.160993e-013	28/11/2022 15:01:44	4232.192	1.292154e-013	28/11/2022 15:01:44	4232.405	4.003502e-014	28/11/2022 15:01:45	4233.447	2.568725e-014
28/11/2022 15:01:45	4233.660	1.038202e-011	28/11/2022 15:01:46	4233.872	9.033318e-012	28/11/2022 15:01:46	4234.090	6.547693e-014	28/11/2022 15:01:47	4235.129	3.066537e-013	28/11/2022 15:01:48	4236.171	1.377476e-013	28/11/2022 15:01:48	4236.384	2.158500e-014	28/11/2022 15:01:49	4237.422	2.763279e-014
28/11/2022 15:01:49	4237.635	1.056309e-011	28/11/2022 15:01:50	4237.848	8.694404e-012	28/11/2022 15:01:50	4238.066	6.172358e-014	28/11/2022 15:01:51	4239.107	2.904939e-013	28/11/2022 15:01:52	4240.148	1.365627e-013	28/11/2022 15:01:52	4240.361	2.328463e-014	28/11/2022 15:01:53	4241.401	2.698393e-014
28/11/2022 15:01:53	4241.614	1.062228e-011	28/11/2022 15:01:53	4241.827	9.052453e-012	28/11/2022 15:01:54	4242.039	7.120889e-014	28/11/2022 15:01:55	4243.079	3.068855e-013	28/11/2022 15:01:56	4244.118	1.376150e-013	28/11/2022 15:01:56	4244.330	2.766128e-014	28/11/2022 15:01:57	4245.371	2.487633e-014
28/11/2022 15:01:57	4245.584	1.053683e-011	28/11/2022 15:01:57	4245.797	8.780173e-012	28/11/2022 15:01:58	4246.016	1.005959e-013	28/11/2022 15:01:59	4247.055	3.107709e-013	28/11/2022 15:02:00	4248.097	1.294784e-013	28/11/2022 15:02:00	4248.310	3.358692e-014	28/11/2022 15:02:01	4249.350	2.655276e-014
28/11/2022 15:02:01	4249.563	1.052472e-011	28/11/2022 15:02:01	4249.776	8.894891e-012	28/11/2022 15:02:02	4249.995	8.415782e-014	28/11/2022 15:02:03	4251.038	2.992929e-013	28/11/2022 15:02:04	4252.079	1.147909e-013	28/11/2022 15:02:04	4252.292	2.590449e-014	28/11/2022 15:02:05	4253.334	3.250481e-014
28/11/2022 15:02:05	4253.547	1.046536e-011	28/11/2022 15:02:05	4253.760	8.820768e-012	28/11/2022 15:02:06	4253.978	5.151301e-014	28/11/2022 15:02:07	4255.019	3.261748e-013	28/11/2022 15:02:08	4256.060	1.224337e-013	28/11/2022 15:02:08	4256.273	4.883159e-014	28/11/2022 15:02:09	4257.313	1.809606e-014
28/11/2022 15:02:09	4257.526	1.036265e-011	28/11/2022 15:02:09	4257.739	8.476975e-012	28/11/2022 15:02:10	4257.952	9.638038e-014	28/11/2022 15:02:11	4258.993	2.912733e-013	28/11/2022 15:02:12	4260.034	1.284711e-013	28/11/2022 15:02:12	4260.247	3.769064e-014	28/11/2022 15:02:13	4261.289	2.740076e-014
28/11/2022 15:02:13	4261.501	1.074644e-011	28/11/2022 15:02:13	4261.714	8.721299e-012	28/11/2022 15:02:14	4261.931	7.019963e-014	28/11/2022 15:02:15	4262.972	3.259520e-013	28/11/2022 15:02:16	4264.012	1.322745e-013	28/11/2022 15:02:16	4264.225	2.851600e-014	28/11/2022 15:02:17	4265.266	2.902830e-014
28/11/2022 15:02:17	4265.480	1.065327e-011	28/11/2022 15:02:17	4265.693	8.720357e-012	28/11/2022 15:02:18	4265.921	7.413329e-014	28/11/2022 15:02:19	4266.962	2.980706e-013	28/11/2022 15:02:20	4268.004	1.335421e-013	28/11/2022 15:02:20	4268.217	1.922859e-014	28/11/2022 15:02:21	4269.258	2.337280e-014
28/11/2022 15:02:21	4269.471	1.048934e-011	28/11/2022 15:02:21	4269.684	8.887073e-012	28/11/2022 15:02:22	4269.903	5.565420e-014	28/11/2022 15:02:23	4270.943	2.994453e-013	28/11/2022 15:02:24	4271.981	1.343088e-013	28/11/2022 15:02:24	4272.194	1.862764e-014	28/11/2022 15:02:25	4273.235	2.869932e-014
28/11/2022 15:02:25	4273.449	1.057286e-011	28/11/2022 15:02:25	4273.661	8.782557e-012	28/11/2022 15:02:26	4273.879	8.672551e-014	28/11/2022 15:02:27	4274.919	2.912424e-013	28/11/2022 15:02:28	4275.961	1.333694e-013	28/11/2022 15:02:28	4276.174	2.903573e-014	28/11/2022 15:02:29	4277.213	2.173611e-014
28/11/2022 15:02:29	4277.426	1.056717e-011	28/11/2022 15:02:29	4277.639	8.834571e-012	28/11/2022 15:02:30	4277.856	8.788746e-014	28/11/2022 15:02:31	4278.896	3.283160e-013	28/11/2022 15:02:32	4279.935	1.319279e-013	28/11/2022 15:02:32	4280.149	2.677251e-014	28/11/2022 15:02:33	4281.189	2.474397e-014
28/11/2022 15:02:33	4281.402	1.038998e-011	28/11/2022 15:02:33	4281.615	8.947735e-012	28/11/2022 15:02:33	4281.827	8.384228e-014	28/11/2022 15:02:35	4282.867	3.214223e-013	28/11/2022 15:02:36	4283.908	1.226785e-013	28/11/2022 15:02:36	4284.120	2.955598e-014	28/11/2022 15:02:37	4285.162	2.755224e-014
28/11/2022 15:02:37	4285.375	1.078494e-011	28/11/2022 15:02:37	4285.588	8.692387e-012	28/11/2022 15:02:37	4285.806	5.951197e-014	28/11/2022 15:02:39	4286.846	3.243746e-013	28/11/2022 15:02:40	4287.888	1.079925e-013	28/11/2022 15:02:40	4288.101	2.333123e-014	28/11/2022 15:02:41	4289.140	2.216688e-014
28/11/2022 15:02:41	4289.352	1.089802e-011	28/11/2022 15:02:41	4289.565	9.178905e-012	28/11/2022 15:02:41	4289.783	5.003910e-014	28/11/2022 15:02:42	4290.826	3.164845e-013	28/11/2022 15:02:44	4291.866	1.295516e-013	28/11/2022 15:02:44	4292.079	4.095278e-014	28/11/2022 15:02:45	4293.120	2.609080e-014
28/11/2022 15:02:45	4293.334	1.078191e-011	28/11/2022 15:02:45	4293.547	8.930955e-012	28/11/2022 15:02:45	4293.759	2.961106e-014	28/11/2022 15:02:46	4294.799	3.134731e-013	28/11/2022 15:02:47	4295.841	1.284211e-013	28/11/2022 15:02:48	4296.054	2.033750e-014	28/11/2022 15:02:49	4297.094	2.413132e-014
28/11/2022 15:02:49	4297.307	1.079422e-011	28/11/2022 15:02:49	4297.520	8.749518e-012	28/11/2022 15:02:49	4297.738	5.414248e-014	28/11/2022 15:02:50	4298.780	3.120944e-013	28/11/2022 15:02:51	4299.819	1.328370e-013	28/11/2022 15:02:52	4300.032	2.280158e-014	28/11/2022 15:02:53	4301.072	2.454713e-014
28/11/2022 15:02:53	4301.285	1.090985e-011	28/11/2022 15:02:53	4301.498	8.994350e-012	28/11/2022 15:02:53	4301.716	6.157236e-014	28/11/2022 15:02:54	4302.756	3.164273e-013	28/11/2022 15:02:55	4303.797	1.445173e-013	28/11/2022 15:02:56	4304.009	3.514821e-014	28/11/2022 15:02:57	4305.051	2.850099e-014
28/11/2022 15:02:57	4305.264	1.079332e-011	28/11/2022 15:02:57	4305.477	8.899100e-012	28/11/2022 15:02:57	4305.696	4.607635e-014	28/11/2022 15:02:58	4306.736	2.809011e-013	28/11/2022 15:02:59	4307.777	1.299917e-013	28/11/2022 15:03:00	4307.990	1.906169e-014	28/11/2022 15:03:01	4309.030	2.674235e-014
28/11/2022 15:03:01	4309.243	1.072914e-011	28/11/2022 15:03:01	4309.455	9.075047e-012	28/11/2022 15:03:01	4309.673	8.216227e-014	28/11/2022 15:03:02	4310.714	3.222491e-013	28/11/2022 15:03:03	4311.754	1.309973e-013	28/11/2022 15:03:04	4311.966	2.918399e-014	28/11/2022 15:03:05	4313.008	2.407431e-014
28/11/2022 15:03:05	4313.221	1.056149e-011	28/11/2022 15:03:05	4313.434	8.952246e-012	28/11/2022 15:03:05	4313.652	4.589818e-014	28/11/2022 15:03:06	4314.692	3.024571e-013	28/11/2022 15:03:07	4315.732	1.252944e-013	28/11/2022 15:03:08	4315.945	2.108169e-014	28/11/2022 15:03:09	4316.985	2.307918e-014
28/11/2022 15:03:09	4317.198	1.057994e-011	28/11/2022 15:03:09	4317.411	9.135783e-012	28/11/2022 15:03:09	4317.629	5.884362e-014	28/11/2022 15:03:10	4318.672	3.030777e-013	28/11/2022 15:03:11	4319.712	1.308072e-013	28/11/2022 15:03:12	4319.926	2.522273e-014	28/11/2022 15:03:13	4320.967	2.405038e-014
28/11/2022 15:03:13	4321.181	1.081509e-011	28/11/2022 15:03:13	4321.393	9.054042e-012	28/11/2022 15:03:13	4321.611	1.119464e-013	28/11/2022 15:03:14	4322.652	2.927875e-013	28/11/2022 15:03:15	4323.693	1.240150e-013	28/11/2022 15:03:16	4323.906	2.689400e-014	28/11/2022 15:03:17	4324.945	2.144210e-014
28/11/2022 15:03:17	4325.158	1.057264e-011	28/11/2022 15:03:17	4325.371	8.900312e-012	28/11/2022 15:03:17	4325.589	7.253040e-014	28/11/2022 15:03:18	4326.628	3.033844e-013	28/11/2022 15:03:19	4327.669	1.151040e-013	28/11/2022 15:03:20	4327.883	3.944330e-014	28/11/2022 15:03:21	4328.924	2.645310e-014
28/11/2022 15:03:21	4329.138	1.056025e-011	28/11/2022 15:03:21	4329.350	8.673126e-012	28/11/2022 15:03:21	4329.564	7.989719e-014	28/11/2022 15:03:22	4330.606	3.084883e-013	28/11/2022 15:03:23	4331.648	1.169388e-013	28/11/2022 15:03:24	4331.861	3.681587e-014	28/11/2022 15:03:25	4332.903	1.636051e-014
28/11/2022 15:03:25	4333.117	1.088221e-011	28/11/2022 15:03:25	4333.331	9.165295e-012	28/11/2022 15:03:25	4333.549	5.097450e-014	28/11/2022 15:03:26	4334.589	3.091122e-013	28/11/2022 15:03:27	4335.631	1.200754e-013	28/11/2022 15:03:27	4335.844	1.193293e-014	28/11/2022 15:03:29	4336.884	2.601982e-014
28/11/2022 15:03:29	4337.096	1.080900e-011	28/11/2022 15:03:29	4337.309	8.994124e-012	28/11/2022 15:03:29	4337.527	5.710053e-014	28/11/2022 15:03:30	4338.568	3.155226e-013	28/11/2022 15:03:31	4339.608	1.238281e-013	28/11/2022 15:03:31	4339.821	1.328468e-014	28/11/2022 15:03:33	4340.861	2.365604e-014
28/11/2022 15:03:33	4341.074	1.062986e-011	28/11/2022 15:03:33	4341.286	9.247365e-012	28/11/2022 15:03:33	4341.504	4.717489e-014	28/11/2022 15:03:34	4342.545	3.088835e-013	28/11/2022 15:03:35	4343.586	1.210499e-013	28/11/2022 15:03:35	4343.799	3.394206e-014	28/11/2022 15:03:36	4344.837	2.409907e-014
28/11/2022 15:03:37	4345.049	1.040658e-011	28/11/2022 15:03:37	4345.262	9.079159e-012	28/11/2022 15:03:37	4345.480	3.217558e-014	28/11/2022 15:03:38	4346.522	3.338176e-013	28/11/2022 15:03:39	4347.563	1.175374e-013	28/11/2022 15:03:39	4347.776	3.449974e-014	28/11/2022 15:03:40	4348.816	1.913697e-014
28/11/2022 15:03:41	4349.028	1.082220e-011	28/11/2022 15:03:41	4349.241	9.283440e-012	28/11/2022 15:03:41	4349.461	7.348220e-014	28/11/2022 15:03:42	4350.502	3.347341e-013	28/11/2022 15:03:43	4351.543	1.262642e-013	28/11/2022 15:03:43	4351.761	3.452826e-014	28/11/2022 15:03:44	4352.801	2.253938e-014
28/11/2022 15:03:45	4353.015	1.068328e-011	28/11/2022 15:03:45	4353.229	8.941114e-012	28/11/2022 15:03:45	4353.449	6.765821e-014	28/11/2022 15:03:46	4354.488	2.882904e-013	28/11/2022 15:03:47	4355.529	1.551332e-013	28/11/2022 15:03:47	4355.749	1.750121e-014	28/11/2022 15:03:48	4356.789	2.361067e-014
28/11/2022 15:03:49	4357.001	1.070761e-011	28/11/2022 15:03:49	4357.214	8.861991e-012	28/11/2022 15:03:49	4357.432	5.783269e-014	28/11/2022 15:03:50	4358.473	2.822826e-013	28/11/2022 15:03:51	4359.512	1.260889e-013	28/11/2022 15:03:51	4359.726	2.016104e-014	28/11/2022 15:03:52	4360.768	2.527942e-014
28/11/2022 15:03:53	4360.980	1.053685e-011	28/11/2022 15:03:53	4361.193	8.948851e-012	28/11/2022 15:03:53	4361.411	3.999419e-014	28/11/2022 15:03:54	4362.452	3.121159e-013	28/11/2022 15:03:55	4363.494	1.374762e-013	28/11/2022 15:03:55	4363.707	1.790906e-014	28/11/2022 15:03:56	4364.747	2.547879e-014
28/11/2022 15:03:57	4364.959	1.061194e-011	28/11/2022 15:03:57	4365.172	8.985596e-012	28/11/2022 15:03:57	4365.390	6.275122e-014	28/11/2022 15:03:58	4366.430	3.480416e-013	28/11/2022 15:03:59	4367.470	1.257430e-013	28/11/2022 15:03:59	4367.684	4.873806e-014	28/11/2022 15:04:00	4368.723	2.146746e-014
28/11/2022 15:04:01	4368.936	1.059780e-011	28/11/2022 15:04:01	4369.148	8.807718e-012	28/11/2022 15:04:01	4369.367	5.167174e-014	28/11/2022 15:04:02	4370.407	3.317043e-013	28/11/2022 15:04:03	4371.447	1.360488e-013	28/11/2022 15:04:03	4371.659	3.190737e-014	28/11/2022 15:04:04	4372.698	2.078968e-014
28/11/2022 15:04:05	4372.912	1.086679e-011	28/11/2022 15:04:05	4373.125	8.902382e-012	28/11/2022 15:04:05	4373.350	5.095176e-014	28/11/2022 15:04:06	4374.390	3.054479e-013	28/11/2022 15:04:07	4375.432	1.428256e-013	28/11/2022 15:04:07	4375.646	2.773497e-014	28/11/2022 15:04:08	4376.685	2.710234e-014
28/11/2022 15:04:09	4376.897	1.091310e-011	28/11/2022 15:04:09	4377.111	9.001001e-012	28/11/2022 15:04:09	4377.329	2.580889e-014	28/11/2022 15:04:10	4378.370	3.138218e-013	28/11/2022 15:04:11	4379.409	1.202841e-013	28/11/2022 15:04:11	4379.622	2.995002e-014	28/11/2022 15:04:12	4380.663	2.930945e-014
28/11/2022 15:04:13	4380.876	1.069744e-011	28/11/2022 15:04:13	4381.089	8.808371e-012	28/11/2022 15:04:13	4381.308	4.486731e-014	28/11/2022 15:04:14	4382.349	2.784277e-013	28/11/2022 15:04:15	4383.393	1.169231e-013	28/11/2022 15:04:15	4383.610	2.389044e-014	28/11/2022 15:04:16	4384.650	2.046525e-014
28/11/2022 15:04:17	4384.863	1.050714e-011	28/11/2022 15:04:17	4385.077	8.805939e-012	28/11/2022 15:04:17	4385.294	3.402307e-014	28/11/2022 15:04:18	4386.336	2.931723e-013	28/11/2022 15:04:19	4387.375	1.255121e-013	28/11/2022 15:04:19	4387.588	1.761204e-014	28/11/2022 15:04:20	4388.629	2.812995e-014
